WTA.plate,Cell_IDs,Family_IDs,Pairs,exclusion,exclusion.criteria,control_group,key_pairs,Type.Exp,Look.Exp,Cells.batch,Relationship,Sister1,Sister2,Cousin1,Cousin2,chr_of_interest,event2,MN_rupt_time_simple,MN.Daughter,MN.Info,MN.rupture.timing..frame...to.total...frames.,comments_by_stam,notes,notes1,notes2,Chromosomal.event..infered.by.analysis.,Notes.on.analysis,Seg.CN.Ratio,imaging.plate,method.notes,treatment,LCM.exp,LookRNAseq.Exp,SS2.Exp,experimental_label,protocol,protocol2,LCM_found_conf,LCM_found_conf2,cDNA.amp,cDNA.amp2,cDNA.QC,further.cDNA.amp,BioA..further.cDNA.amp.,BioA,capture.time,lysis,Lysis.timing..lysis.time.after.time.of.last.cell.division.,Cell.Cycle...h..at.lysis.,X,video,division.timing..division.frame.....total...frames..,Sequencing.A,Sequencing.B,SeqQC_total_reads,SeqQC_._exonic_reads,SeqQC_._genes,mainGroup,abbr_group,cellType1,cellType2,cell.type,cell.type.1,original.384wp,Orig.Imag.384wp,final.384wp,Seq.date,Seq.platform,Seq.kit,filePath,filePath_2nd,Fastq_files,Fastq_files2,Fastq_files3,N_unmapped,N_multimapping,N_noFeature,N_ambiguous,geneCounts,th1,th5,th10,totalReads,WTA.plate2,NTA.plate,Nextera_plate
170120_A3,S4.1,S4,,targ_5q,,targMN_MN,targ_5q,LookSeq1,170115_TargMNLookRNAsec,,,NA,NA,NA,NA,,1xMN->1xMN,,,,,,,"(MN?), mother MN ruptured",SS2 directly after lysis,,,,Sep-F1,SS2 directly after lysis,targMN,,170115_TargMNLookRNAsec,170120,targMN_MN,Clon v.4 - full vol,Clon_v.4 - full vol,NA,NA,21 cycles,21 cycles,NA,NA,NA,170125A-3 k 170128B-10,,full vol,,,NA,Position14,,,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,N21,N21,Sep-F1,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_B9_L_155385_BCYates_B09.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170120_A3.R1.fastq.gz,170313_NTA_B9,,,11,7,9,8,65,10792,8377,7526,2574318,170120_A3,170311_NTA_B9,170313_Nextera
170126_A1,S5.1,S5,,,,MN_misc_gen2,,LookSeq1,170123_LookRNAsec,,,NA,NA,NA,NA,,1xMN-->noMN-->noMN,NA,NA,,,,,"invert RED/GR, 3 cells, 1 daugther divided",SS2 directly after lysis,chrX in MN defect,,,Sep-B2,SS2 directly after lysis,"p53si, noco 6h",,170123_LookRNAsec,170126,MN_misc_gen2,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170128A-5,,HALF vol,,,NA,Position2,,,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,B11,B11,Sep-B2,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C2_L_155390_BCYates_C02.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_A1.R1.fastq.gz,170313_NTA_C2,,,11,6,10,8,65,10433,8103,7307,2542393,170126_A1,170311_NTA_C2,170313_Nextera
170126_A3,F11.1,F11,170123_A3A4A5,exclude3,,Reinc_in_use,Gen2,LookSeq1,170123_LookRNAsec,,,NA,NA,NA,NA,,1xMN-->noMN-->noMN,G2,NA,,"77, (168) - G2","key1, chr1",,"invert RED/GR, 3 cells, 1 daugther divided",SS2 directly after lysis,chr1 parental disomy and mosomomy,,2:01,Sep-F2,SS2 directly after lysis,"p53si, noco 6h",,170123_LookRNAsec,170126,Reinc_in_use,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170128A-7,,HALF vol,~26 h post division,1,NA,Position17,"82-85, (168)",,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,I19,I19,Sep-F2,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C3_L_155391_BCYates_C03.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_A3.R1.fastq.gz,170313_NTA_C3,,,13,7,17,7,55,9895,7530,6754,2303943,170126_A3,170311_NTA_C3,170313_Nextera
170126_A4,F11.2,F11,170123_A3A4A5,exclude3,,Reinc_in_use,Gen2,LookSeq1,170123_LookRNAsec,,,NA,NA,NA,NA,,1xMN-->noMN-->noMN,G2,NA,,"77, (168) - G2","key1, chr1",,"invert RED/GR, 3 cells, 1 daugther divided",SS2 directly after lysis,chr1 parental disomy and mosomomy,,2:01,Sep-F3,SS2 directly after lysis,"p53si, noco 6h",,170123_LookRNAsec,170126,Reinc_in_use,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170128A-8,,HALF vol,~26 h post division,1,NA,Position17,"82-85, (168)",,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,I19,I19,Sep-F3,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C4_L_155392_BCYates_C04.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_A4.R1.fastq.gz,170313_NTA_C4,,,11,6,6,10,66,10664,8286,7415,2528071,170126_A4,170311_NTA_C4,170313_Nextera
170126_A5,F11.3,F11,170123_A3A4A5,exclude3,,Reinc_in_use,Gen2,LookSeq1,170123_LookRNAsec,,,NA,NA,NA,NA,,1xMN-->noMN-->noMN,G2,NA,,"77, (168) - G2","key1, chr1",,"invert RED/GR, 3 cells, 1 daugther divided",SS2 directly after lysis,,chr1 in MN defect borderline?,2:01,Sep-F4,SS2 directly after lysis,"p53si, noco 6h",,170123_LookRNAsec,170126,Reinc_in_use,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170128A-9,,HALF vol,~26 h post division,1,NA,Position17,"82-85, (168)",,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,I19,I19,Sep-F4,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C5_L_155393_BCYates_C05.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_A5.R1.fastq.gz,170313_NTA_C5,,,9,6,1,11,74,11212,8987,8122,2871726,170126_A5,170311_NTA_C5,170313_Nextera
170126_A6,F12.1,F12,170123_A6A7,,,Reinc_in_use,Gen2,LookSeq1,170123_LookRNAsec,,B,0,1,NA,NA,chrX,1xMN-->noMN,S/G2,A,,"~40, (168) - S/G2","key1, chrX",,invert RED/GR,SS2 directly after lysis,,chrX in MN defect,2:01,Sep-G2,SS2 directly after lysis,"p53si, noco 6h",,170123_LookRNAsec,170126,Reinc_in_use,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170128B-1,,HALF vol,~19 h post division,X,NA,Position21,"111-113, (168)",,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,K18,K18,Sep-G2,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C6_L_155394_BCYates_C06.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_A6.R1.fastq.gz,170313_NTA_C6,,,14,8,8,9,61,8447,6196,5434,2097194,170126_A6,170311_NTA_C6,170313_Nextera
170126_A7,F12.2,F12,170123_A6A7,,,Reinc_in_use,Gen2,LookSeq1,170123_LookRNAsec,,A,1,0,NA,NA,chrX,1xMN-->noMN,S/G2,A,,"~40, (168) - S/G2","key1, chrX",,invert RED/GR,SS2 directly after lysis,chrX monosomy,,2:01,Sep-G3,SS2 directly after lysis,"p53si, noco 6h",,170123_LookRNAsec,170126,Reinc_in_use,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170128B-2,,HALF vol,~19 h post division,X,NA,Position21,"111-113, (168)",,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,K18,K18,Sep-G3,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C7_L_155395_BCYates_C07.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_A7.R1.fastq.gz,170313_NTA_C7,,,8,5,5,10,71,9660,7297,6238,998155,170126_A7,170311_NTA_C7,170313_Nextera
170126_A8,F13.1,F13,170126_A8B1,exclude3,event (3:2),,Gen2,LookSeq1,170123_LookRNAsec,,,NA,NA,NA,NA,,1xMN-->noMN,NA,NA,,"~120, (168)",,,"invert RED/GR, mother lobulated PN",SS2 directly after lysis,"chr18 monosomy, chr1,8,19, 20 allelic imbalance",,3:2?,Sep-H3,,,,,170126,,,clon v.4,NA,NA,,21 cycles,NA,NA,NA,170128A-10,,HALF vol,~11 h post division,,NA,Position22,"141-144, (168)",170303_MiSeq,,,NA,NA,,,,NA,,,K14,,,,,,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C8_L_155396_BCYates_C08.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_A8.R1.fastq.gz,170313_NTA_C8,,I made up these values as inferred from context,NA,NA,NA,NA,NA,NA,NA,NA,NA,170126_A8,170311_NTA_C8,170313_Nextera
170126_B1,F13.2,F13,170126_A8B1,exclude3,event (3:2),,Gen2,LookSeq1,170123_LookRNAsec,,,NA,NA,NA,NA,,1xMN-->noMN,NA,NA,,"~120, (168)",,,"invert RED/GR, mother lobulated PN",SS2 directly after lysis,"chr18 monosomy, chr1,8,19, 20 allelic imbalance",,3:2?,Sep-H5,,,,,170126,,,clon v.4,NA,NA,,21 cycles,NA,NA,NA,170128A-11,,HALF vol,~11 h post division,,NA,Position22,"141-144, (168)",170303_MiSeq,,,NA,NA,,,,NA,,,K14,,,,,,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C9_L_155397_BCYates_C09.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_B1.R1.fastq.gz,170313_NTA_C9,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,170126_B1,170311_NTA_C9,170313_Nextera
170126_B8,S6.1,S6,mother,exclude3,no pairing_mother,MN_gen1,,LookSeq1,170123_LookRNAsec,,,NA,NA,NA,NA,,1xMN,,,,,,,"invert RED/GR, mother, MN: intact",SS2 directly after lysis,,,,Imag-F8,SS2 directly after lysis,"p53si, noco 6h",,170123_LookRNAsec,170126,1MN_gen1,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170128B-9,,HALF vol,,,NA,Position11,,,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,F8,F8,Imag-F8,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C10_L_155398_BCYates_C10.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170126_B8.R1.fastq.gz,170313_NTA_C10,,,12,6,12,9,60,7632,5561,4951,2192419,170126_B8,170311_NTA_C10,170313_Nextera
170202_A1,F15.1,F15,170130_A1A2,exclude3,arm level event with no cousins to verify.,Reinc_in_use,Gen2,LookSeq1,170130_LookRNAsec,,A,1,0,NA,NA,,1xMN-->noMN,G2,B,,"~70, (145) - G2, fade from beginning","key1, chr1",,,SS2 directly after lysis,"chr1 monosomy, chr12 mono-allelic exp",,2:01,Sep-B1,SS2 directly after lysis,"p53si, noco 6h",,170130_LookRNAsec,170202,Reinc_in_use,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203A-1,,HALF vol,~16 h post division,1,NA,Position1,"87-89, (145)",,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,B14,B14,Sep-B1,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D6_L_155406_BCYates_D06.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_A1.R1.fastq.gz,170313_NTA_D6,,,14,8,3,9,65,8546,6155,5348,1744561,170202_A1,170311_NTA_D6,170313_Nextera
170202_A2,F15.2,F15,170130_A1A2,exclude3,arm level event with no cousins to verify.,Reinc_in_use,Gen2,LookSeq1,170130_LookRNAsec,,B,0,1,NA,NA,,1xMN-->noMN,G2,B,,"~70, (145) - G2, fade from beginning","key1, chr1",,,SS2 directly after lysis,Chr1 allelic imballance-partial MN-chrom defect,chr1 in MN defect,2:01,Sep-B6,SS2 directly after lysis,"p53si, noco 6h",,170130_LookRNAsec,170202,Reinc_in_use,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203A-2,,HALF vol,~16 h post division,1,NA,Position1,"87-89, (145)",,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,B14,B14,Sep-B6,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D7_L_155407_BCYates_D07.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_A2.R1.fastq.gz,170313_NTA_D7,,,11,7,14,8,60,10951,8556,7686,2630848,170202_A2,170311_NTA_D7,170313_Nextera
170202_B1,S7.1,S7,mother,targ_5q,,(targMN_gen1),targ_5q,TargMN_LookSeq1,170127_TargMN_LookRNAsec,,,NA,NA,NA,NA,,1xMN,,,,,,,,frozen lysates,,,,Imag-C23,frozen lysates,targMN,,170127_TargMN_LookRNAsec,170202,targMN_maybe_MN,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203A-11,,HALF vol,,,NA,Position8,,,,,NA,NA,targMN5q,,,NA,RPE1,RPE1,C23,C23,Imag-C23,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C11_L_155399_BCYates_C11.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_B1.R1.fastq.gz,170313_NTA_C11,,,10,6,2,11,71,8158,6103,5438,1411259,170202_B1,170311_NTA_C11,170313_Nextera
170202_B2,S8.1,S8,mother,targ_5q,,targMN_noMN,targ_5q,TargMN_LookSeq1,170127_TargMN_LookRNAsec,,,NA,NA,NA,NA,,noMN,,,,,,,chromatin dense region in PN,frozen lysates,,,,Imag-C13,frozen lysates,targMN,,170127_TargMN_LookRNAsec,170202,targMN_noMN,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203B-1,,HALF vol,,,NA,Position11,,,,,NA,NA,targMN5q,,,NA,RPE1,RPE1,C13,C13,Imag-C13,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_C12_L_155400_BCYates_C12.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_B2.R1.fastq.gz,170313_NTA_C12,,,12,7,15,8,59,10814,8341,7497,2246760,170202_B2,170311_NTA_C12,170313_Nextera
170202_B3,S9.1,S9,mother,targ_5q,,(targMN_gen1),targ_5q,TargMN_LookSeq1,170127_TargMN_LookRNAsec,,,NA,NA,NA,NA,,1xMN,,,,,,,,frozen lysates,,,,Imag-I17,frozen lysates,targMN,,170127_TargMN_LookRNAsec,170202,targMN_maybe_MN,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203B-2,,HALF vol,,,NA,Position12,,,,,NA,NA,targMN5q,,,NA,RPE1,RPE1,I17,I17,Imag-I17,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D1_L_155401_BCYates_D01.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_B3.R1.fastq.gz,170313_NTA_D1,,,12,7,1,10,70,9421,7205,6391,1518436,170202_B3,170311_NTA_D1,170313_Nextera
170202_B4,S10.1,S10,mother,targ_5q,,Maybe_MN,targ_5q,TargMN_LookSeq1,170127_TargMN_LookRNAsec,,,NA,NA,NA,NA,,(noMN),,,,,,,NLS body like MN,frozen lysates,,,,Imag-I6,frozen lysates,targMN,,170127_TargMN_LookRNAsec,170202,Maybe_MN,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203B-3,,HALF vol,,,NA,Position14,,,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,I6,I6,Imag-I6,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D2_L_155402_BCYates_D02.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_B4.R1.fastq.gz,170313_NTA_D2,,,11,6,1,9,72,9195,7099,6351,1667985,170202_B4,170311_NTA_D2,170313_Nextera
170202_B5,S11.1,S11,mother,targ_5q,,targMN_noMN,targ_5q,TargMN_LookSeq1,170127_TargMN_LookRNAsec,,,NA,NA,NA,NA,,noMN,,,,,,,,frozen lysates,,,,Imag-J12,frozen lysates,targMN,,170127_TargMN_LookRNAsec,170202,targMN_noMN,clon v.4 - half vol,clon v.5,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203B-4,,HALF vol,,,NA,Position15,,,,,NA,NA,targMN5q,,,NA,RPE1,RPE1,J12,J12,Imag-J12,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D3_L_155403_BCYates_D03.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_B5.R1.fastq.gz,170313_NTA_D3,,,13,5,2,10,70,7059,5037,4564,2169054,170202_B5,170311_NTA_D3,170313_Nextera
170202_B6,S12.1,S12,mother,targ_5q,,Maybe_MN,targ_5q,TargMN_LookSeq1,170127_TargMN_LookRNAsec,,,NA,NA,NA,NA,,(noMN),,,,,,,NLS body like MN,frozen lysates,,,,Imag-N10,frozen lysates,targMN,,170127_TargMN_LookRNAsec,170202,Maybe_MN,clon v.4 - half vol,clon v.6,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203B-5,,HALF vol,,,NA,Position18,,,,,NA,NA,observed_MN_event,,,NA,RPE1,RPE1,N10,N10,Imag-N10,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D4_L_155404_BCYates_D04.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_B6.R1.fastq.gz,170313_NTA_D4,,,11,6,7,9,67,11967,9288,8138,1890072,170202_B6,170311_NTA_D4,170313_Nextera
170202_B7,S13.1,S13,mother,targ_5q,,(targMN_gen1),targ_5q,TargMN_LookSeq1,170127_TargMN_LookRNAsec,,,NA,NA,NA,NA,,3xMN,,,,,,,,frozen lysates,,,,Imag-O19,frozen lysates,targMN,,170127_TargMN_LookRNAsec,170202,targMN_maybe_MN,clon v.4 - half vol,clon v.7,NA,NA,21 cycles,21 cycles,NA,NA,NA,170203B-6,,HALF vol,,,NA,Position19,,,,,NA,NA,targMN5q,,,NA,RPE1,RPE1,O19,O19,Imag-O19,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D5_L_155405_BCYates_D05.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170202_B7.R1.fastq.gz,170313_NTA_D5,,,13,7,2,8,71,7206,5336,4794,1157703,170202_B7,170311_NTA_D5,170313_Nextera
170208_A1,F17.1,F17,170207c_A1A2,,,control_gen2_notreatment,c2,control_LookSeq1,170207_control_LookRNAsec,,,NA,NA,NA,NA,,control,,,,,,,,SS2 directly after lysis,,,,Sep1-B1,SS2 directly after lysis,no,,170207_control_LookRNAsec,170208,control_gen2_notreatment,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170210A-11,,HALF vol,,,NA,Position1,,,,,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,B7,B7,Sep1-B1,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D8_L_155408_BCYates_D08.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170208_A1.R1.fastq.gz,170313_NTA_D8,,,17,10,2,8,62,9450,7113,6169,1288226,170208_A1,170311_NTA_D8,170313_Nextera
170208_A2,F17.2,F17,170207c_A1A2,,,control_gen2_notreatment,c2,control_LookSeq1,170207_control_LookRNAsec,,,NA,NA,NA,NA,,control,,,,,,,,SS2 directly after lysis,,,,Sep1-B2,SS2 directly after lysis,no,,170207_control_LookRNAsec,170208,control_gen2_notreatment,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170210B-3,,HALF vol,,,NA,Position1,,,,,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,B7,B7,Sep1-B2,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D9_L_155409_BCYates_D09.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170208_A2.R1.fastq.gz,170313_NTA_D9,,,11,7,2,10,71,11126,8731,7786,2436952,170208_A2,170311_NTA_D9,170313_Nextera
170208_A3,F18.1,F18,170207c_A3A4,,,control_gen2_notreatment,c2,control_LookSeq1,170207_control_LookRNAsec,,,NA,NA,NA,NA,,control,,,,,,,,SS2 directly after lysis,,,,Sep1-D2,SS2 directly after lysis,no,,170207_control_LookRNAsec,170208,control_gen2_notreatment,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170210B-4 k 170227A-1,,HALF vol,,,NA,Position3,,,,,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,B10,B10,Sep1-D2,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D10_L_155410_BCYates_D10.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170208_A3.R1.fastq.gz,170313_NTA_D10,,,16,9,1,8,66,8926,6924,6211,2916316,170208_A3,170311_NTA_D10,170313_Nextera
170208_A4,F18.2,F18,170207c_A3A4,,,control_gen2_notreatment,c2,control_LookSeq1,170207_control_LookRNAsec,,,NA,NA,NA,NA,,control,,,,,,,,SS2 directly after lysis,,,,Sep1-D6,SS2 directly after lysis,no,,170207_control_LookRNAsec,170208,control_gen2_notreatment,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170210B-5,,HALF vol,,,NA,Position3,,,,,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,B10,B10,Sep1-D6,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D11_L_155411_BCYates_D11.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170208_A4.R1.fastq.gz,170313_NTA_D11,,,12,8,2,10,69,9837,7595,6831,2793268,170208_A4,170311_NTA_D11,170313_Nextera
170208_A5,F19.1,F19,170207c_A5A6,,,control_gen2_notreatment,c2,control_LookSeq1,170207_control_LookRNAsec,,,NA,NA,NA,NA,,control,,,,,,,,SS2 directly after lysis,,,,Sep1-F1,SS2 directly after lysis,no,,170207_control_LookRNAsec,170208,control_gen2_notreatment,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170210B-6,,HALF vol,,,NA,Position7,,,,,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,B20,B20,Sep1-F1,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_D12_L_155412_BCYates_D12.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170208_A5.R1.fastq.gz,170313_NTA_D12,,,12,8,1,11,68,8195,6236,5544,2912035,170208_A5,170311_NTA_D12,170313_Nextera
170208_A6,F19.2,F19,170207c_A5A6,,,control_gen2_notreatment,c2,control_LookSeq1,170207_control_LookRNAsec,,,NA,NA,NA,NA,,control,,,,,,,,SS2 directly after lysis,,,,Sep1-F4,SS2 directly after lysis,no,,170207_control_LookRNAsec,170208,control_gen2_notreatment,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170210B-7,,HALF vol,,,NA,Position7,,,,,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,B20,B20,Sep1-F4,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_E1_L_155413_BCYates_E01.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170208_A6.R1.fastq.gz,170313_NTA_E1,,,9,6,7,9,70,10992,8628,7805,2686691,170208_A6,170311_NTA_E1,170313_Nextera
170208_A9,F20.1,F20,170207c_A9A10,,,control_gen2_notreatment,c2,control_LookSeq1,170207_control_LookRNAsec,,,NA,NA,NA,NA,,control,,,,,,,,SS2 directly after lysis,,,,Sep1-I2,SS2 directly after lysis,no,,170207_control_LookRNAsec,170208,control_gen2_notreatment,clon v.4 - half vol,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170210B-10,,HALF vol,,,NA,Position10,,,,,NA,NA,A_level_control,c2,,NA,RPE1,RPE1,C19,C19,Sep1-I2,170331_HiSeq,HiSeq Rapid v.2,2x100 bp,/czlab/etai/ExperimentsData/Stamatis//SIS1025a/SN218_Run0867_Lane1_170313_NTA_E2_L_155414_BCYates_E02.demult.bam.qsort.bam.R1.fastq.gz,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170208_A9.R1.fastq.gz,170313_NTA_E2,,,11,7,2,9,70,9494,7383,6679,3568132,170208_A9,170311_NTA_E2,170313_Nextera
